segdesc   = GLDA3L_F
2021-12-01
DATE,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
12/2025,364.853,504.341,526.368,491.211,492.891,350.675,290.426,289.029,226.600,302.652,365.864,424.262,431.021,405.507,397.621,372.017,403.453,479.738,275.624,328.354,372.295,310.430,369.638,427.273,277.715,438.721,330.244,319.745,451.510,481.860
1/2026,352.461,430.552,468.192,440.147,396.957,337.963,277.111,256.610,201.906,269.760,545.283,392.786,364.739,320.997,386.056,334.436,375.216,442.640,261.089,267.650,337.451,289.726,410.756,374.954,264.643,381.888,332.638,284.847,383.747,439.145
2/2026,360.699,418.511,399.791,405.505,366.088,354.018,253.263,204.317,228.203,232.812,490.555,318.365,352.747,288.679,360.750,353.067,303.451,377.211,255.902,257.269,411.962,313.912,510.570,345.652,262.035,325.574,256.185,242.726,348.134,362.562
3/2026,948.295,569.437,777.960,513.676,471.144,440.930,431.104,227.509,366.110,538.802,663.747,405.973,770.635,367.907,581.126,477.138,444.746,515.212,321.854,416.716,620.226,492.357,1169.241,388.777,479.173,473.668,379.621,461.956,666.411,419.164
4/2026,854.425,955.312,1387.978,1035.683,631.565,732.169,727.524,416.348,501.400,1345.800,1337.591,1006.853,1101.190,600.194,729.924,677.530,1017.923,1091.859,318.403,612.178,663.373,682.103,1849.860,428.676,1068.565,548.772,440.854,519.913,669.747,674.512
5/2026,2243.017,2907.629,3931.925,2591.381,2023.958,1948.891,2219.190,291.828,1262.643,1714.254,2899.732,2339.401,2014.721,2022.996,2707.258,957.146,2192.287,1341.813,707.980,1609.314,1331.429,1905.432,2401.765,1253.248,2351.137,1489.720,834.541,1605.150,1850.077,3497.978
6/2026,4915.877,2906.072,4928.735,2521.089,3346.080,1425.876,1555.723,347.091,2218.363,1017.986,3527.914,1996.777,1177.246,3710.218,2591.353,2575.746,5017.962,411.380,1198.125,2993.292,2200.710,2539.683,3245.792,931.064,3682.969,1781.902,1137.108,3066.761,5684.639,5852.861
7/2026,4053.474,1272.685,1778.453,1527.502,1968.400,279.584,346.481,25.552,547.989,428.250,1492.624,498.276,348.686,1994.613,1556.650,888.067,3804.850,107.555,291.259,1069.149,841.088,797.969,1165.301,270.878,2352.781,496.906,344.375,2227.913,3443.125,2691.317
8/2026,1115.053,382.310,870.019,575.105,796.668,162.521,252.843,52.876,218.021,210.536,508.007,304.743,289.965,598.280,461.728,409.508,913.040,148.913,219.364,437.649,275.910,341.448,493.722,150.058,609.451,224.483,174.590,878.563,1034.534,1001.962
9/2026,549.106,349.380,739.586,392.221,515.813,217.660,201.651,181.869,381.016,299.008,358.638,324.754,318.555,408.958,282.918,259.764,513.516,157.230,437.462,409.524,230.010,329.109,328.083,137.191,352.290,208.037,207.349,635.829,527.599,592.956
10/2026,567.267,499.567,881.955,468.147,362.158,358.435,213.646,276.246,270.808,457.908,560.274,1055.515,482.171,370.136,329.985,386.590,562.009,207.169,531.517,611.050,321.444,401.394,482.005,305.340,349.326,257.025,392.913,645.140,576.630,655.213
11/2026,522.257,537.439,627.868,600.865,371.594,376.280,308.743,283.960,314.832,592.671,553.452,594.356,456.618,417.347,422.693,430.054,566.554,280.377,460.618,451.780,361.699,406.496,452.462,338.671,422.052,349.224,411.997,528.074,544.716,588.035
